stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,2,174,1,0,0,0,0,0,0,0,0,0,0
72hpf,8.74,1.13,0,3.66,0.28,6.2,0,0,0,0,0,0,0.28,0,1.69,7.33,1.41,7.61,0,0.28,725.2,129.09,0.56,0.56,8.46,0.28,0,12.68,0.56,0.28,0.28,0,0
21Day,1.11,0.37,0.37,3.33,0,4.81,0,0,0,0,0.37,0,0.74,0.37,0.74,1.85,0.37,3.33,0,0.37,165.38,22.57,0.74,0.74,4.07,2.59,0.37,4.07,1.85,1.48,0,0,1.85
3Month,0.1,0.21,0.42,1.56,0,0,0,0.62,0.1,0,1.35,0.31,0,0.94,0,0.21,0.31,1.04,0,0.1,2.08,0.31,1.25,0.1,0,0.1,0.83,3.22,0.21,0,0.1,0.52,0.62
22Month,0,0,0.55,0.41,0,0,0.14,0.14,0.14,0,7.11,0.14,0,1.37,0,0,0.55,0.27,0.14,0.41,1.37,0,1.09,0,0,0.14,2.05,5.47,0.14,0,0,0,0.14
