stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,2.54,0.28,0,0,0.56,0,0,0,0,0,0,0,0,1.41,9.58,0,2.25,0,0,0,0.28,6.2,3.66,0.56,0,0.28,0,0.28,0.85,0,0.85,0,0,0
21Day,1.11,1.48,1.85,27.38,1.11,12.95,0,7.77,0,0.37,1.85,0,1.11,0.37,3.7,2.59,2.22,3.7,5.18,14.06,0,0,2.96,0,1.85,2.96,1.11,0.74,8.14,2.22,0.74,1.11,0,0,0,0,4.44
3Month,0.1,3.95,1.56,50.66,0.1,0,0.83,1.35,0.21,22.16,7.39,0.31,26.94,4.26,1.04,41.29,3.12,13.83,7.39,12.07,1.56,0.1,12.79,2.29,3.22,0.42,5.51,1.35,0.62,0.73,21.53,0.52,0,0,5.51,3.12,12.79
22Month,0.14,3.42,1.37,15.58,0.27,0,1.5,2.19,0,3.96,9.43,1.5,29.52,3.28,1.78,25.96,1.09,2.46,7.79,12.3,0.27,1.09,4.78,0.27,1.09,0,2.19,1.09,0.55,0.14,5.74,0,0.27,0,0.82,0,4.37
