stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.25,0,0.85,0,0,0,0,0,1.97,0,0,0,29.88,1.41,0,0.85,0,28.18,0.28,7.89,6.48,4.51,0.85,0.28,0,1.41,0.56,0,0,0,0,0,0,0,0,0
21Day,1.48,0.37,5.92,5.18,0,1.11,0,0.37,0.37,0,0,41.44,0,1.11,17.02,1.11,1.48,1.85,4.81,0,0,0.37,5.18,8.14,3.7,3.33,0,0,3.33,7.4,0,0.74,0.74,0.74,1.11,0,0,0,1.11
3Month,0.42,2.91,19.24,61.47,0.52,0,4.78,0.52,22.47,8.74,0.21,1631.82,15.19,0.83,142.82,12.9,10.61,8.11,12.59,2.91,1.46,17.27,60.64,1.77,0.31,14.15,2.29,0,0.52,24.13,0.1,10.09,1.14,0,0.1,0.21,4.68,4.16,9.05
22Month,0.96,4.1,13.94,27.88,0.14,0,4.78,0,8.47,4.65,1.78,1379.89,3.01,1.09,109.73,0.96,0.96,6.56,8.06,0.27,28.56,7.24,3.42,0.41,0.27,7.52,3.01,0.82,0.27,4.51,0,4.92,1.09,0.41,0.14,0,0.41,0,3.28
