stage,Erythrocyte,Granulosa.cell,Hepatocyte,Ionocyte,Macrophage,Mesenchymal.cell,Neural.progenitor.cell,Oligodendrocyte
24hpf,0,0,0,1,1,2,27,0
72hpf,0,0,0,0,0,0,0.281848056003223,0.281848056003223
21Day,0.369986860264282,0,0,0,0,0.369986860264282,0,0
22Month,0,0.136649431988133,0.136649431988133,0,0,0,0,0
