stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
72hpf,0,73.28,0,0.28,0.28,1.13,0,0,0,0,0,0,0,0,0,0,0,0.28,0,1.41,0,0,0,0.28,3.38,1.13,0,0,2.25,0.28,0,0.28,0,0,0,0
21Day,0,44.4,0,0.37,0,0.74,0,0.37,0,0,0,0,0,0,0,0.37,0,0.37,0.37,1.48,0,0,0,0,0.74,1.48,0,0,0,0.37,0,0,0,0.37,0,0
3Month,0.1,190.56,0.21,7.07,0.1,0,0.1,0.1,0.1,1.04,1.25,0,5.82,1.66,0.1,2.18,0.73,1.66,6.76,1.98,0.62,0.1,1.04,0.31,0.42,0,0.31,0.21,0,0.83,3.85,0.1,0,3.54,0.83,3.95
22Month,0,224.11,0.14,2.19,0,0,0,0,0,0.14,1.23,0.96,15.99,1.37,0.55,1.64,0,0.82,2.73,1.64,0,0.82,0.82,0,0.14,0.14,0.14,0.27,0.14,0,2.46,0.27,0.27,0.41,0,0.96
