stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,2.25,0,0.28,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0.56,0,0.56,1.13,0,0,0,1.41,0,0,0.28,0.28,0,0,0
21Day,0.37,1.85,0,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0,14.43,0,0,0,0,1.48,1.48,0,0.37,0,3.7,0.37,0,0.74,0,0,0,0.37
3Month,0,30.48,0.31,6.14,0.1,0,0.52,0.21,0.52,5.51,0.52,6.97,1.46,0.73,1.35,1.04,1.98,1.25,64.28,33.81,0,0.21,1.04,0.31,0.31,0.31,0.83,0,3.12,0.52,19.56,0.1,0.1,2.39,2.18,1.14
22Month,0,34.16,0.27,3.01,0,0,0.55,0.41,0,2.87,1.64,15.99,0.68,0.55,1.5,0.27,0.55,1.09,44.14,1.5,0.14,0.82,0,0.27,0,0.14,0.14,0.14,1.78,0.27,3.01,0.27,0,0.82,0,0.41
