stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.28,0,0,0,0.28,0,0.85,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0
21Day,2.96,0.37,0.37,4.07,1.11,0,0.74,0,0,0,2.22,0,1.11,10.36,0.37,1.85,0,8.14,0,0,0.74,6.29,1.48,3.33,1.11,0,0,4.81,4.81,0,2.96,0,0.37,1.11,0,0,0
3Month,1.35,1.35,6.55,11.44,0,0.62,0,2.29,2.29,0.1,219.06,2.18,0.31,182.34,3.22,1.87,2.08,5.1,2.29,0.62,1.35,55.13,0,0.21,1.98,0.42,0,0.62,6.97,4.58,0.73,0.21,0,0.31,1.77,1.46,1.25
22Month,0.68,0.82,9.98,16.26,0,0.68,0.14,5.19,3.14,2.46,20.77,0.96,0.82,371.82,1.37,0.68,2.87,7.38,0.55,0.82,0.41,11.21,0.14,0.41,2.46,0.27,0.27,0.55,1.09,2.32,2.32,0.41,0,0.14,0.41,0,1.09
