stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,3,34,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.85,1.13,0,1.41,0,0,0,0,0,0,0,0,0,0,3.95,0.28,5.07,0,0,0.28,0,117.53,13.53,0.28,1.13,4.23,0,0,1.13,0.56,0.28,1.13,0,0,0
21Day,3.7,0,2.22,0.74,2.96,0,1.48,0,0,0,0.74,0.37,1.85,1.85,0.37,0.74,1.48,5.18,0,0,0.37,0,122.47,3.33,0.74,1.11,2.22,1.85,0.37,1.11,1.85,0.37,0.37,0,0,2.96
3Month,0,0,0.73,0,0,0.1,0,0.62,0.31,0.1,9.57,0.21,0,0.42,0,0.21,0,3.74,0.1,0,0,0.1,0.42,0,0,0,0.1,0.21,2.7,0.1,0,0,0,0.1,0.83,0
22Month,0,0.68,2.73,0,0,0.27,0.14,0.68,2.6,3.14,21.32,1.64,0.14,1.5,0.14,0.82,2.19,6.7,0.14,0.82,0.27,0,1.23,0.14,0.68,0.27,0,0,0.82,0.27,0.14,0,0,0.14,0,0.82
