stage,Endothelial.cell,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast
24hpf,0,0,1,2,0
72hpf,0.281848056003223,0,0.281848056003223,0.84554416800967,0
21Day,0,0.369986860264282,0,0,0.369986860264282
