stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0.56,0.28,1.69,0,0,0.28,0,0,0,0,0.28,0,0.56,0,0.85,0,0,0,0,0.56,0.85,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,14.8,0,5.55,0,1.85,0,0,0.37,0.74,0.37,4.44,0.74,2.59,3.7,0.74,2.22,0,0,0,1.48,0.74,0,0,0,1.48,0,0.37,0.37,0,0,1.11
3Month,0,1.25,0.73,17.99,0.1,0,0.94,0.1,5.1,1.25,0,11.34,3.95,0.52,8.84,1.77,2.81,4.47,1.46,0,1.87,1.14,0.42,0.1,0.94,0.1,0,0,0.62,2.08,0.1,0.83,0.52,3.74
22Month,0.27,3.14,0.82,8.61,0,0,0.27,0.14,3.55,2.05,2.6,20.09,3.14,2.73,10.52,0.96,0.55,4.65,3.42,1.09,2.32,0.14,0.55,0,1.23,0.14,0.55,0.14,0.14,5.47,0.27,0.55,0,1.78
