stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,3,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,0.85,0,5.36,0,0,0,0,0,0,0,0,0,0,0,1.97,0.28,1.41,0,0.56,0.28,0.28,7.89,2.54,0,0,0,1.97,0,0,1.41,0,0.28,0,0,0
21Day,3.33,0.37,0.37,4.44,0.37,8.51,0,2.59,0,0.37,0.37,0,1.11,0.74,1.48,0,0.74,1.11,1.85,4.07,0,0,0.74,0.37,4.81,2.96,0,0,0,2.22,1.85,0,0.37,1.48,0.37,0,0,0.74
3Month,0,0.21,0.31,6.55,0,0,0.42,0.1,0.1,1.25,4.78,0,28.4,1.77,0.31,2.6,0.52,2.91,3.74,1.14,0.31,0.1,0.42,0.83,0.42,0.1,0.21,0.62,0,0,0.42,8.22,0,0,0,0.42,14.98,1.66
22Month,0.27,0.41,0.55,1.09,0,0,0.27,0.14,0.14,0,10.8,1.09,52.2,0.82,0.27,3.55,0,1.23,4.51,1.37,0.14,0.68,0.14,0.14,0,0,0.27,0,0.68,0,0.14,1.5,0.27,0,0,0.41,0,0.82
