stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.56,0.56,0.85,0,0,0,0.28,0,0,0,0,0,0.28,2.25,1.13,1.41,0,0,0,0,9.58,9.02,0,0,0,1.69,0.56,0,2.54,0.56,0,2.25,0,0,0
21Day,1.48,0.74,1.48,8.88,0,2.96,0,3.33,0,0.74,0,0.74,0.37,1.85,3.33,0.37,2.59,3.7,9.25,0,0,0.74,0,7.77,5.55,0.74,0,0,2.96,2.96,0.74,2.22,0.74,0.74,0,0,0,1.48
3Month,0.21,1.25,2.18,15.71,0.21,0,0.52,0.94,2.29,6.76,0.21,16.43,2.91,0.52,47.95,1.46,5.41,9.78,3.54,0.83,0,0.83,0.94,3.12,0.52,1.25,1.25,0,0.42,0.73,28.29,0.21,0,0,0,1.56,2.29,3.43
22Month,0,0.82,1.64,6.7,0,0,0.14,0.55,0.82,20.5,2.73,19.95,2.32,2.05,30.61,0.14,2.6,17.9,2.73,0,0.82,0.14,0.14,1.5,0,0.68,0.82,1.23,0.27,0.27,5.33,1.09,0.14,0,0,0.14,0,1.5
