stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,5,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,4,12,0,0,0,0,11,114,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,3.95,0,3.38,0,0.85,0,0,0.28,0,0,0,0,0.56,0,0.85,7.61,0.85,7.89,0,0.28,0.28,0.28,35.23,46.22,0.28,0.56,0,3.95,0,0,1.69,0,0.56,0,0,0
21Day,2.59,0.74,0.37,14.8,0,21.83,0,8.88,0,0,2.59,0,0,2.22,0.37,7.77,1.48,1.11,2.22,6.29,7.77,0,0,1.85,0,12.58,17.39,0.74,0.37,0,2.59,0.37,0.37,0.37,1.48,0.37,0,0,3.7
3Month,0.31,2.08,1.04,35.47,1.14,0,0.73,1.04,0.21,7.91,12.69,0.1,0,34.64,17.68,3.43,25.48,5.2,10.92,12.79,11.75,2.5,0,13.11,9.88,1.98,0.94,5.1,2.29,0,1.35,3.33,170.9,0.62,0,0.31,4.37,35.26,29.33
22Month,0,2.6,1.64,12.71,0.55,0,0.14,0.27,0,4.37,18.72,5.47,0,51.93,8.06,7.38,21.45,1.91,0.82,13.25,8.34,0.55,0.68,6.97,0.55,1.09,0.41,3.01,1.64,1.09,0.55,0.41,24.19,2.05,0.55,0.55,0.27,0,10.11
