stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.28,1.41,0,0.56,0,0,0,0,0,2.25,0,0,3.1,0.28,0,0,0,0,0,0.56,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0.28
21Day,0,0.37,0,38.11,0,17.02,0,1.85,0,0,0,0.37,1.48,22.2,0.37,0.74,12.95,6.66,1.11,0,0,0.37,0,1.85,0,0,0.37,0,1.11,2.59,0,0,0,0.74,0,0,24.05
3Month,0.21,0.73,0.52,110.67,0.1,0,1.25,0.21,1.25,4.37,0,6.45,12.9,13.31,5.1,1.56,51.28,42.65,4.06,0.73,0,0.62,1.25,0.73,0.1,0.94,0.1,0,0.31,2.6,0.1,3.12,0.1,0,1.66,1.66,151.24
22Month,0.14,1.09,0.41,21.32,0,0,0.68,0.55,0.14,5.06,0.68,14.89,10.39,9.84,1.23,0.27,13.8,18.04,2.19,0,0.27,0.27,0,0.14,0.14,0.27,0.27,0.14,0,0.27,0,4.37,0.27,0,0.14,0,37.72
