stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.69,1.13,0,0,0,0,0,0,0,0,0,0,1.97,1.69,0.28,0,0,0,0,2.54,5.07,0,0,0,0,0,0,2.82,0.56,0,0,0
21Day,0.74,0,0,3.7,1.85,0,0,0,0,0,0.37,0,0.37,0.37,0.37,0.74,2.59,1.48,0,0.37,0,0.37,0.74,1.48,0,0,0,0,0.37,0.37,0,0.37,0,0,0.37
3Month,0,0.31,0.62,35.57,0.62,0.42,0.1,1.66,1.35,0,9.36,2.18,0.42,11.13,9.88,3.74,31.73,1.87,0.52,0,0.83,1.35,3.02,0.21,1.14,0.1,0,0,0.62,24.24,0.52,0.21,0.52,205.85,1.87
22Month,0,0.41,0.41,16.81,0.14,0.14,0.14,0.41,2.19,0.27,25.55,0.68,1.09,6.15,1.64,0.41,18.72,1.09,0,1.5,0.27,0.27,1.09,0.27,0.82,0,0.41,0.27,0.27,13.66,0.14,0.14,0,0.41,0.55
