stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8,1,4,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,3.38,0,1.13,0,0,0,0,0,0,0,0,0,0.28,0,3.95,18.6,0.56,0.85,0,1.41,0.28,0,1.41,1.97,0.28,0,0,1.97,0,0,0.56,0,0.28,0,0,0.28
21Day,0.37,0,0.74,20.72,0.37,0.74,0,0,0,0,1.11,0,0,2.96,0.37,0.74,4.44,1.85,8.14,1.11,2.59,0,0,0,0,2.96,0.37,0,0,0,0,0.74,0,0.37,0,0,0,0,0.74
3Month,0.1,0.94,3.74,77.8,0.31,0,1.66,0.83,0.21,5.41,15.19,0.31,0,457.26,6.66,0.94,58.46,6.66,16.43,9.47,4.06,0.73,0.94,2.08,5.51,0.62,0,1.66,1.35,0,0.42,6.66,5.62,0.21,0.1,0.1,2.08,1.25,5.51
22Month,0.41,0.41,4.78,12.16,0,0,0.82,0.55,0,2.73,15.85,0.55,0,349,3.69,1.5,57.39,0.82,2.46,6.83,3.01,0,7.24,0.27,0,0.14,0.14,0.68,0.41,1.37,0,0.96,4.65,0.55,0.14,0,0.14,0,1.78
