stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0.56,0.56,0,0,0,0,0,0,0,0,0,0.85,1.69,0.28,3.1,0,0,0,0,9.86,6.48,0,0,1.97,0,0,0,0,0.28,0,0,0
21Day,1.85,0.74,0,8.14,0.37,1.48,0,3.7,0,0,0,0,0,2.22,0.37,0.37,3.33,0.37,6.66,0,0,0.74,0,1.48,5.18,0,0.37,2.96,0.74,0.37,0.74,0.37,0,0,0,0.74
3Month,0.1,0,0.31,3.22,0,0,0.31,0,0.83,0.94,0,8.53,1.04,0.1,4.06,0.1,0.94,1.04,2.18,0.1,0,0.31,0.42,0.21,0,0.1,0,0.1,0.31,3.33,0.1,0,0,0.42,2.6,0.31
22Month,0,0.55,0.14,2.32,0,0,0,0.27,0.96,0.41,0.55,16.53,0.41,0.14,2.05,0.14,0.55,0,2.87,0.14,0.27,0,0.14,0.14,0,0,0.41,0,0,0.82,0,0,0,0.14,0,0.14
