stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,19,13,0,0,0,0,7,63,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,5.07,7.89,0,8.17,1.41,4.23,0,0.28,0,0,0,0,0,0,0,0,2.54,13.25,2.54,7.89,0,0,0.85,0.56,21.42,9.86,0,0,8.46,0,0,0,0.85,0.28,0.28,0.56,0,0,0
21Day,7.03,4.07,0.74,30.34,1.11,11.1,0,5.18,0,0,0,0,0,0,1.85,1.11,3.7,8.88,7.03,18.5,0,0,3.33,0.37,12.58,4.44,0.37,1.11,5.92,1.85,0,0,3.33,0,1.85,0,0,0,0.74
3Month,0.21,5.2,0.52,25.38,0.1,0,0.52,0.83,0.1,0.83,3.95,0,2.08,0.62,0.52,1.98,3.33,11.75,3.54,4.68,1.14,0,0.31,0.83,0.31,0,0.73,0.31,0.83,0.42,0.1,2.7,0,0,0,0.1,2.39,0.52,0.31
22Month,0.14,6.42,0.41,3.83,0,0,0.55,0.55,0,0.55,5.47,6.42,7.24,1.64,0.55,2.32,0.55,1.23,2.6,2.73,0.27,0.41,0.82,0,0.55,0.27,0.82,0.14,0.55,0,0,0.55,0,0,0,0,0,0,0.27
