stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,8.74,0.28,0,0,0.28,0,0,0,0,0,0,0,5.36,1.97,2.25,0.56,0,0.28,0,0,12.68,0.85,0,0,0.56,0,0,0.28,0,0.28,0,0,0
21Day,1.85,0,0,24.79,0.37,0,0.74,2.96,0,0,0,0.37,0,0.37,0.74,0.37,1.11,1.11,4.81,0,0,0.74,0,7.4,0.74,0.37,0.37,1.85,0,0,0,0.37,0,0,0,0
3Month,0.1,0.42,0.42,47.43,0,0.1,0,52.94,1.04,0,0,3.74,1.14,0.1,3.74,9.99,2.5,4.99,0.42,0.1,0.1,0.52,0.21,12.9,0,0.62,0.52,0.1,0.1,8.84,0.1,0,0.1,0.42,1.46,0.62
22Month,0,0.41,2.6,20.77,0,0.14,0,28.7,0.82,0.27,0,6.42,0.14,0.14,11.89,3.55,0.96,17.08,0.55,0,0.14,0.41,0,7.24,0,0.96,0.14,0,0.27,1.64,0,0,0.14,0,0,0.27
