stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.85,0,0.56,1.13,0.28,0,0,0,0,0,0,0.56,0,0,3.38,0,6.48,0,0.28,0,0.28,24.24,17.47,0,1.41,6.48,0,0,2.54,0.56,0,0.28,0,0,0
21Day,1.48,0.74,0,5.92,0,1.11,0.37,0,0,0,0.74,0,4.81,0,0.37,2.96,2.22,9.99,0,0,1.11,0,8.51,7.4,0,0.37,6.66,1.11,0,1.48,0.37,1.48,0,0,0,2.96
3Month,0.1,0.21,0.31,2.29,0,0,0,0.1,0.42,0,3.85,1.35,0.1,0.73,0.21,0.83,3.43,1.35,0.21,0,0.21,0.62,0,0,0.94,0.1,0.1,0.1,4.78,0,0,0,0.1,0.21,2.39,8.22
22Month,0.41,1.37,0,1.64,0,0,0,0.55,1.37,0.14,8.47,0.55,0.68,0.55,0,0.14,5.6,1.09,0,0,0.41,0,0.14,0.14,0.41,0.27,0.14,0,1.09,0.41,0,0,0.14,0,0,3.55
