stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,1,0,0
72hpf,0.56,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0.56,1.69,0,0,0,0,0.28,0,3.66,2.54,0,0.28,0,0.56,0.28,0,0,0,0,0,0,0
21Day,0.37,0,0,1.11,0.37,0,0,0.37,0.37,0,0,0,0,0.37,0,0,1.11,0,1.11,0,0,0,0.37,0.74,0.74,0,0,0,0.37,1.48,0,0,0.37,0.37,0,0,0.37
3Month,0,0.42,0.31,4.37,0.31,0,0.1,0,0.52,1.35,0.1,6.03,2.18,0,2.29,1.25,1.25,1.14,0.73,0.21,0,0.62,3.43,0.31,0.1,0.42,0.31,0,0,0.52,2.81,0.21,0,0,0,2.29,0.94
22Month,0,0.55,0.41,1.09,0.14,0,0.14,0,0.27,3.69,0.41,42.22,0.68,0.27,3.01,0,0.96,1.64,1.23,0,1.64,0.27,0.41,0.14,0,0.27,0.14,0.27,0.14,0.14,0.68,0.82,0,0,0,0,0
