stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0.28,0,0,0,1.13,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,1.48,1.85,1.11,0,0,0,0,0,7.03,0,0.37,15.54,0,0.37,0,2.59,0,0,0.74,0,1.85,1.11,0,0.37,0,0.74,0.74,0,0,0.37,0.37,0,0,1.11
3Month,0.21,1.56,4.06,13.94,0,1.56,0.42,12.48,4.37,0.21,622.65,5.2,0.62,224.26,1.56,3.74,3.85,4.47,1.14,1.77,3.02,1.77,0.52,0.31,3.12,0.83,0,0.31,10.71,5.41,0.1,0,0,0.83,2.29,3.64
22Month,0.14,0.96,2.46,3.42,0,0.96,0,9.57,2.46,1.09,395.6,0.55,0.68,233.26,0.41,0.68,1.5,2.6,0,6.97,0.14,0.14,0,0.14,3.69,0.68,0.41,0.27,0.68,3.14,0.68,0,0,0,0,0.82
