stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,1,12,8,22,0,0,0,0,2,159,0,0,3,0,0,0,0,0,0,0,0,0
72hpf,4.23,2.25,0,7.61,1.13,0.56,0,0.28,0,0,0,0,0,1.69,0,5.64,8.74,1.13,14.37,0,2.25,0.28,0,13.81,47.63,0,0,8.17,0.56,0,2.25,0.28,0,0.85,0,0,0
21Day,7.4,1.11,0.37,27.38,0.37,6.29,0,4.07,0,0,0,2.96,0.74,7.77,0.74,1.85,8.14,5.55,44.03,0,0,4.07,0,4.07,21.83,0.74,0.37,11.47,2.59,0.74,5.18,0,0.74,0.74,0,0,3.33
3Month,0.1,0.52,0.1,9.15,0,0,0.1,0.52,0.73,4.37,0.1,7.07,4.06,0.62,2.5,0.21,3.43,3.43,2.18,0.31,0.1,0.73,0.62,0.21,0.31,0.83,0.21,0.21,0.42,39.32,0.1,0,0,0,1.25,4.78,4.89
22Month,0,0.68,0.82,3.83,0,0,0,0.41,0.14,4.65,0.68,16.81,2.87,2.32,2.46,0,0.68,4.92,1.78,0,0.27,0.27,0,0.14,0.14,0.14,0.27,0.27,0.14,1.91,0,0.14,0,0,0,0,2.19
