stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,38,0,0,0,0,1,0,0,1,0,0,0,1,0,1,95,0,0,0,0,2,53,0,0,0,8,0,0,0,0,0,0,0,0
72hpf,2.82,0.85,0,8.17,0,1.97,0,2.82,0,0,0,0,0,2.82,0,0,1.13,1.13,61.44,0,0,1.13,0,9.3,14.94,0,0,0,46.79,0,0,13.25,0,1.13,0,0,0
21Day,2.22,0,0,6.29,0,1.85,0,4.81,0,0.37,0,0.37,0.37,8.88,0,0.37,0.37,0.37,26.27,0,0,2.22,0,3.7,6.29,0,0,0,5.55,2.22,0.37,4.81,0,0,0,0,0.74
3Month,0.62,0.21,0.21,2.39,0,0,0.1,3.74,0.31,0.42,0,2.6,1.25,6.76,0.94,0.31,0.73,2.08,6.97,0.21,0,1.77,0.21,0.21,0.21,0.1,0,0,0.1,0.21,4.78,0.62,0,0.42,0.73,5.72,2.39
22Month,0.14,0.68,0.14,0.82,0.14,0,0.41,3.96,0,1.64,3.14,7.79,0.55,12.3,1.09,0.27,0,3.83,6.56,0.14,0.27,0.68,0,0,0,0,0.41,0.14,0,0.14,0.55,1.78,0.14,0,0,0,0.41
