stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0.28,1.97,0,1.41,0,0.28,0,0.28,3.1,1.13,0,0,0,0.85,0,0,0,0.28,0.28,0,0,0
21Day,1.48,0,0,5.55,0,1.48,0,2.22,0,0.74,0,0,0,0,1.85,0.37,0,0.74,0,4.44,0,0,0.74,0,2.59,1.48,0,0,0,5.55,0.37,0.37,0.74,0.37,0.37,0,0,0
3Month,0,0.21,0.21,7.39,0.1,0,0,0.42,0.21,2.91,0,0,23.4,2.18,0.1,2.6,0.42,1.46,0.94,1.87,0.83,0,0.73,0.42,0.21,0.1,0.42,0.1,0,0.1,0.52,4.68,0.1,0.1,0,0.42,0.73,1.66
22Month,0.14,0,0.14,2.32,0.14,0,0.14,0,0.96,3.55,1.64,0,43.04,1.37,0.96,3.42,0,0.55,2.32,3.28,0.14,0.55,0.27,0,0.14,0.14,0.41,0.27,0.27,0.55,0,1.78,0,0.27,0,0,0.14,0.55
