stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,0,0.56,0.28,0.85,0,0,0,0,0,0,0,0,0,2.25,0,4.23,0,0.28,0,0.28,29.59,7.89,0.28,0.85,7.05,0,0,1.69,0,0,0.56,0,0,0
21Day,0.37,0.37,0,5.18,1.48,1.48,0,0.37,0,0,0,0,1.48,0.37,0,1.11,1.11,16.28,0,0,1.11,0,13.69,4.44,0.37,0.37,1.11,0.74,0.37,4.07,0.37,0.37,0,0,0,0.37
3Month,0.1,0.1,0,5.41,0,0,0.31,2.08,0.1,0,13.63,0.83,0.42,1.35,0,2.5,1.66,3.74,0.52,0,0.42,0.21,1.25,0,0.21,0.42,0.1,0.52,1.87,0,0,0,0,0.42,2.18,1.46
22Month,0,0.14,0.14,1.78,0,0,0,0.68,1.37,0,29.52,0.82,0.41,1.23,0.14,0.41,1.64,1.91,0.14,0.82,0.41,0.14,0.55,0.14,0.41,0.27,0.14,0.14,0.55,0.55,0.14,0,0.14,0,0,1.09
