stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,17,10,0,111,2,1,0,1,0,2,0,5,1,0,0,0,11,45,31,210,0,0,0,1,43,1511,0,0,0,23,0,0,0,0,0,4,0,0,0
72hpf,12.68,4.51,0,32.69,5.07,2.54,0,1.13,0,0,0,0,0.56,0,2.25,0,27.34,32.98,2.54,48.48,0,4.51,0.56,1.13,84.27,172.21,0.56,1.41,0,27.62,3.1,0,0,12.97,0.28,1.41,0,0,0
21Day,7.77,1.85,0.37,30.71,0.74,4.07,0,7.4,0,1.11,0.37,0,0,0,6.66,1.48,1.85,4.44,5.18,37.37,0,0,2.22,0,2.59,23.68,0,0,0,13.32,0.74,0,1.48,4.81,0.37,0,0,0,2.96
3Month,0.42,0.31,0.31,9.47,0,0,0.1,1.04,1.35,2.81,0,0,9.15,1.04,1.66,3.85,0.73,1.77,2.91,4.06,0.42,0.1,0.42,0.73,0.1,0.1,0.21,0.1,0,0.1,1.04,0.1,131.89,0.42,0,0,0.83,11.23,1.66
22Month,0,0.68,0.55,1.91,0,0,0.27,0.27,0.27,3.01,0.55,0,16.12,0.82,4.51,3.01,0.27,0.55,3.28,2.46,0,0.68,0.68,0.14,0.14,0,0.14,0,0.68,0,0.14,0,23.64,0.41,0.14,0,0.14,0,0.14
