stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,9,0,32,4,0,0,1,0,1,0,2,0,0,0,0,3,15,19,147,0,0,0,0,22,1175,0,0,0,22,0,0,0,0,0,4,0,0,0
72hpf,8.17,5.64,0,18.04,2.82,4.79,0,1.13,0,0,0,0,0,0,3.95,0,13.53,18.04,3.66,65.39,0,3.38,0.85,2.25,69.62,244.36,0.28,0.85,0,35.79,3.1,1.13,9.86,0,0,3.1,0,0,0
21Day,36.63,5.18,0,44.4,1.48,42.18,0,42.92,0.37,1.48,0.37,0,4.07,0.74,30.34,2.59,2.59,11.1,8.14,167.23,0.37,0,14.06,0,33.67,118.03,1.11,1.48,0,41.44,9.62,1.85,16.65,1.48,2.96,2.96,0,0,9.99
3Month,0.42,3.54,1.04,37.65,0.1,0,0.52,2.7,3.54,5.93,0,0,59.08,5.93,4.89,7.18,2.7,13.42,10.09,24.03,7.07,0.1,2.7,2.29,1.66,2.08,2.29,1.66,0,1.25,3.64,203.67,0.83,0,0,0.73,5.3,73.12,12.27
22Month,0.14,3.83,0.27,10.39,0.14,0,1.23,1.5,1.09,5.06,2.46,0,55.89,3.83,11.34,4.65,0.55,1.37,7.11,15.71,1.37,1.64,0.82,0.14,1.64,0.82,1.64,2.6,2.6,0.96,0.14,34.03,0.96,0.96,0,0.14,0.55,0,2.05
