stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,50,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,2,127,23,0,0,0,0,10,71,0,0,0,3,0,0,0,0,0,0,9,0,0,0
72hpf,2.82,125.99,0,3.1,0.28,2.25,0,0,0,0,3.38,0.28,0,0,2.54,0,1.13,4.79,31.85,19.73,0,0,1.13,0,72.43,17.76,0,0,0,7.89,0.85,0,0.28,6.48,0.85,1.41,3.1,0,0,0
21Day,4.07,71.78,0,11.84,0,6.29,0,1.11,0,0,19.98,0,1.11,1.11,27.75,0.37,1.48,8.51,128.76,13.69,0,0,5.55,0,16.28,8.14,0,0.74,0,7.03,5.92,0,1.11,1.85,1.11,1.48,4.07,0.74,0.37,25.16
3Month,0.83,156.96,0.42,14.56,0.42,0,1.25,0.31,0.1,3.02,185.25,0,17.47,144.27,4.16,5.82,1.77,5.51,281.16,8.11,1.98,0.31,68.13,1.77,0.94,0.21,0.83,1.25,0,0.73,4.99,0.73,12.17,1.04,0,0,0.1,6.66,6.45,102.77
22Month,0.68,280.81,0.41,4.51,0,0,1.23,0.14,0,0.82,246.52,3.83,33.21,29.52,2.87,3.96,0.96,0.96,162.2,6.7,0.14,1.09,27.19,0.27,1.09,0.27,0.68,1.37,0.27,0.41,0.27,0,7.24,2.6,0.96,0,0,1.37,0.14,39.36
