stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,3.1,74.97,1.97,0,0,0,0,0,0.28,0,0,0,0,1.97,6.2,0.56,5.92,0,0.28,0,27.34,12.4,0.28,0,7.33,0.28,0,1.41,0.28,1.13,2.25,0,0,0
21Day,4.81,1.48,0,27.01,73.26,8.14,0,0.74,0.37,0,0,0,1.85,1.11,4.07,2.96,0.74,8.88,5.18,14.8,0,2.22,0,18.5,8.14,1.11,0,8.14,7.03,0.37,1.48,0.37,3.7,1.85,0,0,2.96
3Month,0,0.21,0.42,4.78,9.26,0,0.1,0,0.21,1.25,0,0,3.43,0.42,0,1.04,0.31,1.66,0.42,1.14,0.42,0.21,0.21,0.21,0,0,0.1,0.52,0.73,0.83,0.21,0,0,0,0.1,0.73,0.52
22Month,0,0.55,0.14,0.27,5.6,0,0,0,0,0.41,0.41,0,2.73,0.14,0,0.27,0,0,0.14,0.41,0,0,0,0.14,0,0,0.14,0,0,0.41,0.14,0,0,0.14,0,0,0
