stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0.56,0,2.54,1.13,0.85,0,0,0,0,0,0,0,0.28,0,1.97,4.51,0.85,8.17,0,0.28,0,0,58.91,25.65,0.28,1.69,11.56,0.28,0,0,4.79,0.56,0,1.13,0,0,0
21Day,5.18,1.85,0.74,12.95,0.37,3.7,0,0.74,0.37,0,0,0.37,0,2.59,0,0.37,3.33,2.59,14.43,0,0,1.85,0,15.54,9.25,0.37,0.74,8.14,1.85,0,0.37,1.48,0,0.74,0.74,0,0,0.74
3Month,0,0.83,0,4.58,0.1,0,0,0.21,0.73,0.83,0,4.99,0.31,0,1.77,0.1,1.56,0.73,3.95,0.52,0,0.52,0.1,0.52,0.1,0.21,0.21,0.21,0.21,0.1,3.85,0,0,0,0,1.87,2.29,0.62
22Month,0,2.19,0.41,2.46,0,0,0.14,0.14,0.14,1.64,1.78,19.54,0.55,0.41,1.91,0,0.27,2.46,4.78,0,0.27,0.27,0,0.27,0,0.41,0.27,0,0.14,0,2.32,0,0.14,0,0,0.68,0,0.82
