stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0.85,0,0,0,0,0,2.54,0,0,0.28,14.66,0.85,0.28,0.85,0,24.24,0,4.23,7.33,5.64,0,0,0,0.85,0,0,0,0.56,0,0,0,0,0,0
21Day,2.96,0.37,1.11,7.77,0.37,4.44,0,1.11,0,1.11,0,44.77,0,0.37,1.48,0.74,1.85,1.11,6.29,0,0.37,0.74,4.81,8.51,5.92,0.37,0.74,0,1.85,2.96,0,0.37,0.37,0.37,1.11,0.37,0,0,1.11
3Month,1.04,3.02,9.57,31.31,0.1,0,5.2,0.42,9.57,8.43,0.31,1842.04,11.55,1.46,40.67,7.28,8.74,8.01,10.71,2.91,2.08,5.93,62.1,1.46,0.42,1.98,2.18,0,0.62,28.71,0.31,11.13,0.62,0.1,0,0.1,4.99,3.64,9.67
22Month,0.14,3.83,2.87,8.06,0,0,4.1,0.14,2.19,4.65,0.96,1560.4,1.5,0.55,17.35,0.14,0.96,4.37,5.74,0.14,25.28,1.09,3.42,0.41,0,0.96,2.05,1.23,0.41,3.96,0,4.24,0.41,0.68,0,0,0.14,0,2.87
