stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,55,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,46.79,7.33,0,24.52,6.48,36.64,0,0.28,0,0,1.13,0,0,0,0.85,0,12.12,75.25,8.17,52.99,0,3.38,1.41,0.28,4329.75,662.34,7.05,15.5,71.59,1.97,0,180.38,6.48,7.05,4.23,0,0,0.28
21Day,19.98,3.33,1.48,35.89,2.96,39.59,0,3.7,0,0.37,1.48,0.37,4.44,1.48,7.77,5.18,2.96,20.35,7.77,49.58,0,0,3.7,2.22,1225.77,375.91,3.33,18.13,19.98,43.29,1.11,109.52,20.35,68.82,3.7,0.37,0,5.18
3Month,0.1,0.1,0.1,2.39,0.42,0,0.21,0.21,0.1,0.21,1.14,0.21,4.26,1.56,0.1,2.18,0.42,1.87,0.73,4.06,2.91,0,2.5,3.64,14.35,4.68,9.47,17.16,0.21,1.25,59.6,10.82,0.21,0.1,1.25,1.56,5.41,0.42
22Month,0,0.27,0,2.05,0.14,0,0.14,0.14,0,0,0.14,2.87,5.47,0.41,0.14,0.41,0,0.27,0.96,4.1,1.37,0.14,0.41,0,14.48,2.87,11.07,26.65,0,0.14,5.33,25.01,8.47,0,0.68,2.19,0,0.55
