stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.97,0,0,0,0,0.28,0,0,0.56,0,0,0,0
21Day,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0.37,0,0,1.11,0,0.37,0,0,0,0,12.58,1.48,0,0,0,0.37,0,0,0,0.74,0,0,0
3Month,0.21,0.62,0.62,5.93,0,0,0,1.66,0.94,0,13,1.56,0.31,5.62,0.1,1.56,2.08,2.7,0.73,0.1,0.62,0.21,0.31,0,0.1,0.1,0,0.1,0.42,2.6,0,0,0.73,1.66,2.5
22Month,0.14,0.14,0,1.09,0.14,0,0.27,0.27,1.09,0.55,34.98,0.55,0.55,2.32,0,0,0.96,2.05,0,0.55,0.27,0,0.14,0,0.27,0,0.14,0,0.14,0.41,0,0.14,0.27,0,0.27
