stage,Hepatocyte,Macrophage,Mesenchymal.cell,Mt.rich.cell,Pancreatic.cell,T.cell
24hpf,0,1,1,0,0,0
72hpf,0,0.84554416800967,0,0,0,0
21Day,0,0,0,0,0.369986860264282,1.10996058079285
22Month,0.546597727952532,0,0,0.136649431988133,0,0
