stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,10,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.41,0,0,0,0.28,0,0,0,0,0,0,0,0,1.69,2.54,0.28,2.25,0,0.28,0,0,6.76,3.95,0,0,0,2.25,0,0.85,0,0,0,0,0,0
21Day,1.48,0.74,0.37,24.05,0,2.59,0,4.81,0,0.37,0,0,0.37,0,6.66,1.11,1.11,1.48,14.8,18.87,0,0,2.22,0.74,6.66,2.96,0.37,0.37,0,8.14,3.33,0.74,0.74,0.37,0,0,0,5.55
3Month,0.31,1.98,0.62,41.61,0.1,0,1.35,0.62,0.83,1.87,0.1,0,5.62,2.08,0.83,8.32,7.28,11.23,14.35,39.32,2.29,0.1,9.05,23.51,1.04,0.1,0.94,0.42,0,0.62,0.94,17.99,0.1,0.1,0.1,1.25,4.47,71.98
22Month,0.14,1.64,1.23,20.36,0,0,0.41,0,1.78,1.09,1.09,0,5.19,0.14,1.91,13.94,1.5,3.01,17.9,11.89,0.27,0.41,2.32,2.32,1.09,0,1.64,0.14,0.55,0.14,0.55,7.93,0.27,0,0,0,0,24.46
