stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,34,3,0,52,0,1,0,0,0,0,0,0,5,1,0,1,0,41,12,52,133,0,0,0,6,39,616,0,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,32.98,10.43,0,39.74,9.58,9.3,0,6.76,0,0,1.69,0,0,1.41,0,19.17,0.85,98.36,45.94,20.01,193.63,0,13.53,3.95,5.92,866.4,184.89,5.07,5.07,0,151.92,2.25,0,66.23,1.41,0.85,10.43,0,0,1.41
21Day,37,5.92,2.22,72.52,4.07,22.57,0,26.27,0,0.37,11.47,0,0,4.81,7.4,182.4,5.55,4.81,27.75,56.98,182.77,0,0,15.91,0.74,350.01,69.56,3.7,9.62,0,116.55,21.83,0.74,26.27,4.07,7.03,1.85,0,0,120.99
3Month,3.12,13.73,2.6,111.4,2.29,0,1.87,9.67,0.31,15.5,45.25,0.73,0,294.06,57.52,39.42,41.81,20.28,32.77,73.75,63.76,16.54,0.42,14.46,11.75,24.34,2.7,15.08,10.61,0,3.33,7.49,53.78,3.74,0.52,0,3.33,10.82,5.3,206.06
22Month,0.68,10.93,2.46,37.31,0.68,0,2.32,6.97,0,6.7,109.46,12.03,0,144.03,34.03,48.51,17.63,2.87,4.78,96.88,22.55,0.82,2.32,6.01,0.27,9.43,1.37,9.98,4.92,0.55,0.55,1.09,10.39,3.83,1.09,0,0.68,1.23,0,49.47
