stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0.56,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0,0.28,0,0,0,3.95,1.13,0,0,0.56,0,0,0.28,0,0,0,0
21Day,0,0,0,0,2.96,0,0,0.37,0,0,0,0.74,0,0,0.74,0.74,1.11,0,0,0.37,1.11,0.37,0,0.37,1.85,0.37,0,0,0.37,0,0,0.74
3Month,0.1,0.42,1.14,0.1,0,0.31,0.31,3.64,0,1.35,2.5,0.1,0.62,0,0.83,1.14,0.52,0.31,0,0.1,0.1,0.1,0.1,0,0.1,0,1.14,0,0,0.42,1.66,1.14
22Month,0,0,0.82,0,0,0,0,2.73,0.55,7.52,1.23,0.96,0.82,0,0.27,1.5,0.82,0,0.14,0,0,0,0.14,0,0,0.14,0.14,0,0,0,0,0.55
