stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,42,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,3.1,0.28,0,0,0,0,0,0,0,0,0,0.56,50.17,1.69,0.28,0,0.28,0,0,8.17,1.41,0,0,0.56,0,0,0.28,0,0,0,0,0,0
21Day,0.74,0,0,119.51,1.11,0,0.37,0,0,0,0.37,0,0.37,0,8.88,27.75,0.74,4.07,0,0,0,0,3.7,1.85,1.48,0.37,1.48,2.22,0,0,0,1.11,0,0,0,0
3Month,0,0.42,0.83,83.63,0,0.21,0,5.1,1.35,0,9.78,0.62,0.1,16.85,0.83,4.37,5.51,1.14,0.31,0,0.62,0.1,0.83,0,0.52,0,0.1,0.42,1.35,0.1,0,0,0,1.87,0.21,0.73
22Month,0.14,0.55,1.37,6.29,0,0.14,0,4.1,0.82,0.14,30.61,0.55,0.27,39.76,0.14,0.14,5.74,0.41,0.14,0.96,0.14,0.14,1.09,0,0.55,0,0,0,0.82,0.14,0.14,0,0.14,0,0,0.68
