stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,62,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.1,0,31,0,0,0,0,0,0,0,0,1.13,0,3.66,5.64,0.28,1.13,0,0,0,0,2.54,4.79,0,0,0,1.69,0,0,0.56,0,0,0,0,0
21Day,1.85,0.37,2.59,23.68,0.37,14.43,0,0.74,0,0.37,0.74,0.37,0,0.37,21.09,14.8,4.07,40.33,3.7,7.03,0,0,1.48,0,5.55,1.48,0,0.37,0,4.81,4.07,0.37,0.37,0,0.37,0,0,22.2
3Month,0.62,5.51,5.93,84.25,0,0,1.56,0.73,0.31,59.19,5.3,0.1,54.61,12.69,3.33,136.47,4.16,14.87,28.4,18.83,3.33,0.1,5.82,2.39,1.25,0.21,2.18,0.62,0,0.62,3.43,21.32,0.1,0,0.1,7.39,16.64,109.74
22Month,0.55,15.58,10.25,55.48,0.41,0,4.78,0.68,0.14,30.06,8.75,24.73,235.99,7.79,2.87,133.64,1.64,12.16,31.16,54.8,1.5,5.88,6.42,0.14,0.82,0,2.32,1.5,0.68,1.91,1.37,18.99,0.27,0.55,0,4.92,0,62.31
