stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,2,0,0,0,0,0,0,0,0,5,1,1,10,0,0,0,55,0,0,0,0,0,0,0
72hpf,0.28,0,0.28,1.13,0.28,0,0,0,0,0,0,0.85,0,0,0.56,0,0,0.28,0.28,0.56,0,0,0,0,0,0
21Day,0.37,0,1.48,0.37,0.37,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0.37,0.37,0,0,0,0.37,0,0,0
3Month,0,0.21,5.93,0,0,0.1,0.1,1.25,0.42,0,0.1,0,0.31,0,0.31,0.21,0.31,0,0,0.1,0.1,0.62,0,0.42,0.94,0.1
22Month,0,0,0.96,0,0,0,0,0.82,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0
