stage,Epithelial.cell,Hatching.gland,Keratinocyte,Neural.progenitor.cell,Oocyte
24hpf,0,1,0,4,0
72hpf,0.281848056003223,0,0.281848056003223,0,0
22Month,0,0,0,0,0.546597727952532
