stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,1.13,2.25,0.56,3.66,0,0,0,0,7.33,10.43,0,0,0,1.97,0,0,0.28,0.28,0,0.28,0,0,0
21Day,2.22,0,0.74,5.92,0,1.85,0,0.37,0,0,0,0,0,0,1.85,0.37,0,0.74,1.11,5.18,0,0,0.37,0,4.07,2.59,0,0,0,1.11,0.74,0,0,0.74,0.37,0,0,0,0.37
3Month,0.1,0.21,0.31,5.82,0.1,0,0.42,0.21,1.35,1.77,0,0,8.11,2.39,0.31,2.81,0.52,2.39,1.25,2.39,0.42,0,1.04,0.73,0.21,0,0.1,0.1,0,0.42,0.52,0.21,4.89,0.1,0,0,0.42,1.14,2.18
22Month,0,1.37,0.55,4.1,0,0,0.55,0.41,1.09,2.19,1.09,0,37.31,1.78,1.78,3.83,0.14,0.27,3.01,1.91,0.14,0.68,0.27,0,0,0.14,0.27,0.14,0.14,0,0.27,0,1.23,0.14,0,0,0.14,0,0.41
