stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,1.85,0.37,0,0,0,0.37,0,0,0,0,1.85,0,1.11,1.85,0.37,0.74,0,0,0,0,0.74,0.37,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0.74
3Month,0.42,1.87,6.14,53.26,0,1.25,0.31,0.1,28.71,11.96,0.1,15.5,19.76,6.24,156.55,7.07,7.07,23.2,5.1,1.14,0,8.43,2.39,1.56,0.31,2.5,0.31,0,0.1,2.6,0.1,4.06,0.31,0,0,3.22,1.77,52.74
22Month,1.09,14.07,10.39,78.57,0,1.78,2.05,0.14,28.7,52.2,6.01,101.67,16.94,16.67,172.86,4.37,12.3,76.66,16.12,0.27,4.92,10.66,0.55,1.23,0.14,5.6,2.32,0.27,0.68,1.78,0,9.43,1.91,0.41,0.14,6.7,0,39.49
