stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0.56,0,4.79,0,0,0,0,71.59,4.51,0.28,0.28,0,1.13,0,0.28,0.56,7.61,7.33,0,0,0,0
21Day,0.37,0,0,1.11,0.74,0.37,0,0,0.37,0,0,0.37,0.37,0.74,0,0,1.11,0.37,6.66,0,0,0,0,19.61,3.33,1.11,0.37,0,2.22,1.11,0,1.48,1.48,9.99,0,0,0,0.37
3Month,0,0.1,0.31,21.22,0.1,0,0.1,0.1,1.04,0.94,0,2.91,1.04,0.1,1.14,0.42,1.14,2.18,5.93,1.14,0,1.35,0.1,5.1,0.1,5.82,0.1,0,0.94,0.31,6.97,0.42,0.21,0.1,0.1,0.1,0.73,0.42
22Month,0,0.55,0.14,6.83,0.14,0,0.14,0,0.82,1.37,0.27,10.66,0.41,0.14,1.78,0.27,0.27,1.23,3.42,0.55,0.14,0.96,0,2.46,0.27,5.88,0.82,0.27,0.27,0.14,8.75,0.68,1.23,0,0.14,0.14,0,0.14
