stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,8,0,23,3,3,0,2,0,1,0,0,0,0,0,0,3,14,37,91,0,0,0,0,33,773,0,0,0,9,0,0,1,0,0,4,0,0,0
72hpf,9.58,0.56,0,7.89,3.66,2.82,0,0,0,0,0,0,0,0,0.85,0,7.05,16.35,1.41,27.06,0,3.1,0.56,0,40.02,87.65,0.28,0,0,16.63,0.85,0.28,3.38,0,0,1.97,0,0,0
21Day,23.31,1.48,1.48,58.09,1.48,14.8,0,21.46,0,0,2.59,0.37,2.96,1.85,28.86,6.29,3.7,10.73,12.21,81.4,0,0.37,6.29,0,32.19,64.38,0.37,1.85,0,23.68,9.62,4.44,7.4,0.74,1.11,1.11,0,0.37,7.4
3Month,0.21,2.18,1.35,35.68,0.31,0,1.25,1.77,0.1,2.6,6.55,0.1,35.47,5.1,3.74,19.14,1.98,10.4,10.3,14.56,2.29,0.42,1.98,1.98,1.46,0.83,1.77,0.94,0,0.31,2.7,141.26,0.62,0,0,0.1,5.3,14.04,13.21
22Month,0.14,5.06,2.05,20.36,0.41,0,1.09,1.09,0,1.23,15.71,9.02,79.12,4.78,8.06,33.21,0.82,3.96,19.4,20.5,0.55,4.65,1.91,0.14,1.09,0.41,1.91,3.42,2.73,1.37,0.68,38.26,0.41,0.82,0,0.14,0.55,0,8.47
