stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.85,0,1.97,1.13,0.85,0,0,0,0,0,0,0,0,0.28,0,2.25,1.41,0.28,2.25,0,0.28,0,0.85,9.02,7.33,0.28,0,2.54,0.28,0,0,0,0,0.85,0,0,0
21Day,0.74,0,0,5.18,0.74,2.96,0,4.44,0,0.37,0,0,4.81,0,1.48,0.37,0.74,5.55,2.22,7.77,0,0,1.11,0,6.29,1.85,0,0.74,3.7,0.37,0.74,0.37,0.37,1.11,0.37,0,0,1.11
3Month,0.21,1.98,0.62,19.76,0.1,0,0.52,0.73,4.06,6.03,0,0,63.35,8.11,1.14,6.35,3.74,6.24,4.68,10.09,1.87,0.21,3.33,1.35,0.94,0.21,3.02,0.94,0.21,1.98,9.47,0.73,0,0,0.21,1.14,13.31,3.43
22Month,0,0.27,0,0.96,0,0,0,0,0,0,0.27,0,5.19,0.14,0,0,0,0.41,0,0.96,0,0.14,0.14,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0.14
