stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,3,0,7,0,0,0,0,0,0,0,1,0,0,0,1,4,4,1,22,0,0,0,0,347,75,0,0,0,0,0,0,0,0,0,0,18,0,0,0
72hpf,4.23,4.79,0,6.2,0.28,1.97,0,0.28,0,0,0,0,0,0,0.28,1.41,1.13,7.33,0.28,5.64,0,0.85,0.56,0,165.44,21.7,0.28,0.85,0,9.02,0.28,0,0,7.89,0,0.28,41.43,0,0,0
21Day,4.07,2.59,0.74,14.43,0.74,3.33,0,0.37,0,0.37,0,0,15.54,0,2.96,1.11,0.37,3.33,0.74,10.36,0,0.37,3.33,0,39.96,5.55,0.37,0.37,0,2.59,2.96,0,0.74,1.11,0,1.11,4.81,0,0,0
3Month,1.56,1.25,0.94,9.99,0,0,0.73,0,1.04,1.46,0.1,0,268.78,5.3,0.42,13.31,1.35,3.33,2.29,3.43,0.62,0.83,1.87,1.14,2.81,0,0.31,0.52,0,0,3.43,0.1,19.66,0.42,0,0,0,1.04,3.85,0.83
22Month,1.78,0.82,0.14,1.78,0,0,0,0,0.14,0.55,0,0,48.37,0.82,0.14,10.8,0,0.27,1.64,1.5,0,1.37,0.14,0,1.5,0.14,0.55,0.14,2.19,0,0.27,0,8.34,0.14,0.41,0,0,0,0,0.14
