stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.85,0,0,1.69,0.56,0,0,0,0,0,0,0,0,0.28,0,0,0
21Day,0.37,0.37,0,0,0,0,0,0,0,0,0,7.4,0,0,0.74,0,1.11,0.74,1.11,0,0,0,0,4.44,1.48,0,0,0,0.74,1.11,0,0,0,0,0,0,0.37
3Month,0.94,3.12,9.15,29.75,0.21,5.51,0.1,0.1,4.99,9.67,0.21,2068.48,14.98,0.94,32.45,5.41,11.55,6.76,14.87,3.64,4.68,7.7,3.43,2.29,0.21,1.25,2.08,0,0.62,28.71,4.68,1.04,0.1,0.1,4.47,1.77,6.66
22Month,1.5,3.14,3.01,7.93,0,6.42,0.14,0,2.73,6.97,2.73,2857.07,3.01,1.09,17.76,0.96,1.37,6.56,10.52,0.14,74.2,3.28,0.14,0.68,0.14,1.64,3.14,1.23,0.27,3.01,1.78,0.82,0.82,0,0.41,0.14,2.46
