stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.28,0,0,1.97,1.97,0,0,0,0,0,0,0.28,0,0,0,0
21Day,0.37,0,0,2.22,1.11,0,0,0,0.74,0,0.74,0.37,0,0,0,1.11,0.37,0,0,0,0,0,1.48,1.85,0,0,0.37,0,0.37,0,0.37,0.37,0,0,0
3Month,0.31,0,0.21,17.68,0,0.21,0.21,0.42,0.83,0,20.08,0.21,0.21,8.22,1.04,4.06,1.25,2.39,0.52,0,0.62,0.83,0.21,0,0.31,0.21,0.21,1.14,4.78,0.1,0,0,0.62,2.08,0.62
22Month,0,0.14,0,1.78,0,0.14,0.14,0,0.55,0.14,15.71,0.27,0.14,1.91,0,0,0.27,1.5,0.27,0.55,0,0,0.14,0,0.27,0.27,0,0.27,5.47,0.96,0.82,0,0,0,0
