stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44,94,0,279,10,14,0,5,0,1,3,0,20,0,0,3,1,49,27,191,575,0,1,0,2,210,3238,2,0,0,67,0,0,0,0,0,0,15,0,0,0
72hpf,32.41,28.75,0,72.15,15.78,757.04,0,13.81,0,0,1.69,0,0,0.85,0,5.07,1.13,85.12,102.31,11.84,198.14,0,18.04,10.43,3.95,663.47,424.75,1.97,6.76,0,152.2,7.05,0,0.85,40.87,3.1,2.82,15.78,0,0,0
21Day,34.78,9.62,11.84,153.54,3.7,1114.77,0,236.79,0,0.74,5.92,0,0,34.78,1.85,40.7,91.39,15.17,59.94,45.14,183.14,0,0.37,24.42,1.48,167.23,134.68,3.7,7.03,0,79.55,52.91,0,4.07,21.46,6.66,17.39,4.07,0.74,0,12.95
3Month,1.46,13.42,17.27,206.06,0.62,0,18.2,15.71,0.42,25.9,96.84,0.94,0,1163.53,55.13,11.96,249.02,27.77,66.26,104.95,82.8,24.13,1.56,91.53,25.69,6.97,3.74,11.13,5.82,0,4.26,27.36,0.1,259.52,4.68,0.21,0,1.35,21.64,67.09,48.06
22Month,0.55,12.98,10.8,50.15,0.14,0,11.62,14.48,0.41,14.07,60.54,26.1,0,395.74,15.99,23.5,257.45,5.6,10.66,70.1,58.76,2.19,14.21,50.42,2.05,4.1,1.64,7.52,3.01,8.34,2.87,2.32,0,49.88,3.83,2.73,0,0.55,1.78,0,10.25
