stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,96,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,20.01,0.56,0.28,0,0,0,0,0,0,0,0,0,1.41,35.79,1.41,2.54,0,0,0,0,3.1,4.79,0.56,3.1,0,0,1.13,0,1.69,0,0,0
21Day,1.85,0,0,45.88,0.37,1.11,0,0.37,0,0,0,0.37,0,1.11,0,1.48,25.53,0,2.96,0,0,0.37,0,1.48,2.59,0,3.33,2.22,0.37,0.37,0.74,0,0,0,0.37
3Month,0,0.42,0,11.34,0.52,0,0.1,0.1,0.21,0.31,0.31,3.22,0.21,0.1,0.73,0.62,8.53,1.25,0.83,0.1,0.21,0.21,0.1,0.52,0.42,0.83,0.21,0.1,3.74,0.94,0,0.1,2.5,1.25,0.21
22Month,0,0.68,0.27,3.96,0,0,0,0,0.14,0.55,26.37,6.97,0.27,0.27,1.23,0.27,2.73,0.27,0.68,0,0.14,0.14,0,0,0.14,0.68,0,0.14,0.41,1.78,0,0.14,0.55,0,0.27
