stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,7,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,1.97,0.56,1.41,0,0,0,0,0,0,0,0,1.13,9.58,3.66,0,3.38,1.97,1.69,1.69,299.89,9.02,1.97,2.25,3.38,0,0,1.41,0.28,0,0,0,0
21Day,1.85,0,0,2.59,0,4.07,0,0.74,0,0,0,0.74,0.74,1.11,9.99,0,0,0.74,4.07,0,16.28,0,109.89,3.7,1.85,1.48,3.33,3.7,0.37,1.85,0.74,1.11,0.37,0,0.37
3Month,0.21,0,3.12,2.18,0,0,0.21,0,1.04,0.62,0,2.6,0.42,0,52.01,0,0.42,0.31,0.42,0,0.42,31.41,11.34,0,4.06,1.56,0.1,0.62,1.46,0.21,0.1,0,0.31,0.83,0.52
22Month,0.41,0.14,0.96,0.96,0,0,0,0,0.82,0.68,0.14,18.04,0.14,0.27,43.18,0.14,0,0.41,0.96,0.41,0.68,2.05,6.56,0,6.29,5.33,0,0,5.88,0.55,0.27,0,0.14,0,0.27
