stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,3,49,2,0,0,0,0,0,0,1,0,0,0,0,2,0,10,55,0,0,0,0,3,416,0,0,6,0,0,0,1,0,0,0
72hpf,7.33,0.56,9.86,1.69,0.85,0,0,0,0,0,0,0,0,0,0,5.07,3.66,0,31.29,0,1.97,1.13,0.28,24.24,89.35,0,0.28,14.37,0.28,0.28,21.98,1.41,0,0,0
21Day,2.59,0,4.44,0.37,1.85,0,0.37,0,0,0,0,0.37,0,0.37,0,0,1.48,0.37,14.06,0,0,0.74,0,0.74,26.27,0,0,6.66,0.74,0,2.59,0,0,0,0
3Month,0.1,0.31,2.5,0,0,0.1,0,0.42,0,0,0,1.04,0.31,0,0.42,0.1,0.42,0.52,2.81,0.31,0,0.1,0.1,0.1,0.52,0.1,0.1,0,0.21,11.23,0,0.1,0.62,1.04,0.73
22Month,0,0,0.27,0,0,0,0,0.14,0.14,0.41,0,1.5,0.14,0,0,0,0,0.14,0.96,0,0,0.14,0.14,0,0,0,0,0,0,0.14,0,0.14,0,0,0
