stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,14,5,0,0,0,0,0,2,0,0,0,0,2,0,2,14,0,0,0,0,33,303,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,21.7,4.79,0.28,13.53,7.05,23.11,0,0,0,0.28,0,0.28,0,0.56,0.28,5.64,42.84,5.07,29.03,0,0.85,1.97,0.56,304.11,1914.31,0.85,1.13,43.4,0.56,0,23.11,1.41,1.13,8.74,0,0,0
21Day,5.55,0.37,0.74,32.56,0.74,14.43,0,3.7,0,0.37,0,1.85,0.74,4.07,2.59,1.48,7.4,4.07,17.02,0,0,17.02,0.37,45.88,443.61,0.37,1.48,4.44,8.88,0,7.03,2.96,3.7,1.11,0,0,4.07
3Month,0,0.1,0.42,10.19,0,0,0.1,0,0.42,0.62,0,2.08,0.42,0,1.14,0.73,0.62,0.62,0.94,0.1,0,24.76,0.1,1.04,5.62,0.1,0.1,0,0.31,0.52,0.1,0,0,0,0.31,0.1,0.31
22Month,0,0.27,0.14,4.1,0,0,0,0,0.14,0.27,0,2.32,0.41,0,0.41,0,0.14,0.27,0.27,0,0.27,12.85,0,0.27,1.23,0,0,0.14,0.41,0.82,0.27,0,0,0,0,0,0.14
