stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.13,1.13,0,0,0,0,0,0,0,0.56,0,0.56,2.54,0.85,2.54,0,0,0,0,7.33,9.3,0,0,1.69,0.28,0.28,0.56,0,0.28,0,0,0
21Day,0,0.37,0.37,4.07,0.74,0,1.11,0,0,0,0.37,0,1.48,0.37,0.37,1.11,0,4.81,0,0.37,0,0,2.22,5.18,0,0,0.74,0.74,0,1.11,0.74,0,0,0,0.37
3Month,0,0.83,0.1,3.85,0,0,0,0.1,1.04,0,3.85,0.52,0,1.14,0.52,1.14,0.52,1.98,0.21,0,0.1,0.62,0.21,0,0.31,0.21,0.21,0,4.06,0,0,0.1,0.21,0.62,1.56
22Month,0,0.82,0.27,0.14,0,0.14,0,0,0.41,0.27,5.88,0.27,0.55,1.23,0,0,1.37,0.96,0,0,0.14,0.14,0,0,0.27,0.14,0,0.14,0.96,0.14,0,0,0.14,0,0.14
