stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,12,179,5,2,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,21.98,0,2.54,0,0.28,0,0.28,0,0,0,0.28,0,9.02,291.71,0.56,4.51,0,0,0.28,0,20.86,9.58,0,0,3.66,0,0,2.25,0.28,0,0,0,0,0
21Day,1.11,0,0,80.66,0.37,2.59,0,0,0,4.07,0,0.74,0.37,4.07,0.37,13.32,75.85,23.68,3.33,0,0.37,1.11,0,4.81,2.22,0,0.37,1.85,0.37,0,1.11,0.74,0.74,0.74,0,0,4.81
3Month,0,0.52,0.1,61.27,0,0,0.1,0.1,0.52,2.29,0,2.81,3.12,0.42,1.14,21.22,1.87,19.87,0.94,0.52,0,0.1,0.73,1.04,0,0.21,0,0.1,0.42,1.04,0.1,0,0,0,0.1,0.52,15.81
22Month,0,0.14,0.14,10.93,0,0,0.14,0,0.14,0.55,0,4.37,5.06,0.41,0.82,2.46,0.68,11.89,0.27,0,0,0,0,0.27,0,0,0.14,0,0,0,0,0.14,0,0,0,0,5.74
