stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0.56,0,0,0,0,0.28,0,0,0,0,0,0
21Day,1.11,0.37,44.77,28.12,0.37,5.92,0,1.48,0,15.54,0.37,0,2.59,0,1.11,50.32,1.48,4.44,3.33,6.29,0,0.37,1.48,0,13.69,5.92,9.62,0,0,3.33,5.92,0.37,0.37,0,2.22,0,0,1.48
3Month,1.14,5.1,61.16,246.62,0.31,0,8.43,0.42,0.21,268.78,20.39,0,73.54,27.46,1.46,1284.51,8.11,22.47,24.55,23.92,5.82,0.21,107.97,11.55,3.22,0.1,45.35,3.02,0,1.04,16.23,17.06,1.04,0.1,0,6.03,17.58,19.45
22Month,0.68,7.52,86.64,107.95,0.14,0,2.19,0.27,0,152.64,12.85,5.47,117.25,4.1,0.96,1393.28,2.32,5.06,12.98,18.99,0.82,9.02,100.85,0.55,0.82,0.14,41.68,3.42,1.23,1.23,3.01,4.78,2.73,0.55,0,0.55,0.14,4.92
