stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,9,0,26,1,2,0,0,0,0,0,0,5,1,0,0,0,3,9,10,95,0,0,0,0,30,726,0,0,0,8,0,0,1,0,0,3,0,0,0
72hpf,13.53,7.61,0,23.96,4.79,7.61,0,0.56,0,0,0,0,0,0.28,0,2.82,0.28,14.37,37.2,2.54,62.01,0,1.69,3.95,0.28,435.74,313.42,0.28,5.36,0,50.17,1.69,0.28,31.85,4.79,1.97,5.07,0,0,0
21Day,25.9,4.81,2.22,81.77,2.22,43.66,0,22.94,0,0.74,1.85,0.37,0,2.22,1.11,30.71,6.29,6.66,21.83,17.02,103.23,0.37,0.37,10.36,0.74,177.22,139.86,0.74,2.59,0,36.63,13.32,2.96,19.98,4.44,7.77,2.59,0,0,14.06
3Month,1.14,13.11,2.18,93.41,0.83,0,1.56,2.91,0,12.59,22.36,0.21,0,77.18,11.96,5.41,39.32,9.36,30.27,24.76,43.27,6.24,0.42,7.49,8.32,7.49,1.66,5.93,4.16,0,3.43,4.16,242.26,1.77,0.31,0.1,0.94,15.6,30.58,24.76
22Month,0,14.07,2.05,27.6,1.23,0,1.23,1.37,0.27,3.69,22.68,11.21,0,93.33,5.47,9.02,35.53,1.64,4.92,21.45,33.34,1.64,2.87,3.83,0.68,2.6,0.68,3.28,5.19,0.27,0.96,0.82,43.32,3.28,1.5,0,0.14,1.78,0,7.65
