stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,0,0,0,0,0,0.85,0,0,0,1.41,0,0.56,2.25,0.85,1.97,0,0,0.28,0,0.28,0,0,0,0.85,0,0.56,0.28,0,0,0,0,0
21Day,0.74,0,0,11.47,0,1.11,0,1.85,0.37,2.59,0,0,1.11,3.7,0,2.22,4.07,3.33,5.18,0,0,1.48,0,1.48,0.74,0,0,0.37,0,0,0.37,0,0,0,0,0.74
3Month,0.1,2.39,0.42,27.46,0.1,0,0.21,0.42,9.26,51.7,0.1,5.62,34.01,2.6,11.86,1.35,5.62,10.82,5.2,0.73,0,10.51,0.31,0.31,0.1,1.25,0.31,0,0.52,3.95,0.1,0,0.21,2.5,1.87,12.17
22Month,0.41,3.14,0.68,9.02,0,0,0.68,0.41,3.83,149.49,2.73,6.7,12.44,4.78,8.2,0.55,1.64,20.77,4.1,0.14,0.14,2.87,0,0.82,0.41,0.82,0,0.41,0.41,5.33,0.55,0.27,0.14,0.27,0,2.87
