stage,Epithelial_cell,Hepatocyte,Ionocyte,Keratinocyte,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,T_cell
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,4.23,0,0,0,0,0,0,0
21Day,1.11,0,0.37,0,0.37,0.37,0,9.62,0,0.37,0.37,0,0,0.74,0
3Month,0,0.21,0,0.1,0,0,0.1,0,0,0.1,0,0.1,0,0,0
22Month,0.14,0.68,0,0,0.14,0,0,0,0,0,0,0,0.14,0,0.14
