stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
72hpf,6.2,1.13,0,4.51,0.85,7.33,0,0.56,0,0,0,0.28,0,0.85,0,2.25,9.86,0.85,29.03,1.13,0,0.28,69.62,32.41,0.28,0.28,16.07,0,0,5.36,0.56,1.13,0.85,0,0
21Day,11.1,1.11,2.22,34.41,1.48,27.01,0,3.33,1.11,1.85,0.37,11.84,0.37,11.1,6.66,0.74,17.76,5.92,58.09,0.74,3.33,0,54.39,27.38,1.85,1.11,17.39,9.25,1.11,6.29,1.85,5.92,1.48,0.37,6.66
3Month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0
22Month,0,0.14,0,0,0,0,0.14,0,0.14,0,0,0.96,0.14,0,0.14,0,0.14,0.14,0.14,0,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0.41
