stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,4,0,25,2,0,0,0,0,0,1,0,0,0,0,2,8,10,26,0,0,0,16,384,1,0,7,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0.28,0.28,1.69,0,2.54,0,0,0,7.05,8.46,0,0.28,0.85,0,0.28,0.28,0,0.28,0,0,0
21Day,1.48,0.37,0.37,1.85,0,4.44,2.22,0,0,0,0,0,0,2.59,0,0,0,0,1.85,0,0,0,2.22,10.73,0,0.37,1.11,0,0,0,0.37,0,0,0,0
3Month,0,0.1,0,0.73,0,0,0.1,0.42,1.04,0,0,5.93,0.83,0,0.83,0.21,0.21,0.1,0.31,0,0.42,0.42,0,0.1,0.31,0.21,0,0.21,0.94,0,0,0,0.1,0.21,0.31
22Month,0,0.82,0,1.23,0,0,0,0.41,0.96,0.14,0,8.34,0.41,0.41,1.91,0.14,0.41,0.68,0.27,0.68,0.27,0.14,0,0,0,0.14,0,0,0.14,0,0,0,0,0,0.55
