stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.28,0.28,0,0,0,0,0.28,0,0,0,0,0,0.28,1.69,0,0.85,0,0,0,0,3.66,0.85,0,0.28,0,0,0,0,0.56,0,0,0,0,0
21Day,0,0.37,0,8.14,0.37,1.48,0,0,0,0.74,0,0.74,0.37,1.48,0,0,2.22,0.37,2.96,0,0,0.74,0,2.96,0.74,0,0,0,0.37,0,0,0,0.37,0,0,0,0
3Month,0,0.42,0.52,9.57,0.1,0,0,0.1,1.46,6.45,0,7.39,9.36,0.21,7.28,0.31,2.18,1.66,1.98,0.62,0.21,0.94,1.35,0.21,0.1,1.35,0.1,0,0.21,0.52,1.25,0,0,0,0.94,0.52,1.77
22Month,0,0.82,0.96,5.33,0,0,0.14,0,0.96,5.33,0.55,13.12,3.14,0,9.98,0,0.14,1.64,1.64,0,0.14,0.14,0,0.55,0,1.23,0,0.14,0,0,0.27,1.09,0.14,0.14,0.27,0,0.55
